,brand,model,biz30day,total_sold_price,submarket,target_score,sku
154,krups,KB255,16.0,8165.0,"{'4': '婴儿辅食', '5': '小容量'}","{'质量': {'声音': 3.0, '刀头': 1.0, '质量': 4.0}, '款式': {'外形': 1.0, '颜值': 1.0, '手感': 1.0, '颜色': 1.0}, '功能': {'辅食': 1.0, '芝麻': 0.0, '食物': 1.0, '绞肉': -1.0}, '服务': {'包装': 3.0, '态度': 2.0, '服务态度': 1.0}}","{'书名': 'krups KB255 迷你多功能便携式果汁机辅食机随行搅拌机家用料理机', '颜色分类': '香槟金', '产品功能': '榨汁\xa0绞肉\xa0碎冰\xa0干磨\xa0搅拌\xa0制奶昔', '适用人数': '4-5人'}"
155,krups,KB30380,119.0,89320.0,"{'5': '小容量', '4': '婴儿辅食'}","{'质量': {'质量': 36.0, '声音': 4.0, '噪音': -4.0, '玻璃': 6.0, '用料': 2.0, '塑料杯': 1.0, '扣好': 1.0, '工艺': 1.0, '挺好': 2.0}, '款式': {'档位': 1.0, '大小': 3.0, '颜值': 5.0, '机身': 1.0, '手感': 2.0, '外形': 2.0, '外观设计': 1.0}, '功能': {'虾皮': 0.0, '榨汁': 0.0, '苹果泥': 2.0, '省时省力': 1.0, '果汁': 2.0, '绞肉': 5.0, '辅食': 0.0, '肉松': 1.0, '汤锅': 2.0, '黑芝麻': 0.0, '西兰花': 1.0, '功率': -1.0, '大米': 0.0, '很给力': 1.0, '食材': 1.0, '米糊': 1.0, '芝麻': 0.0, '食物': 1.0, '渣渣': 1.0}, '服务': {'售后服务': 2.0, '客服': 8.0, '包装': 16.0, '盒子': -1.0, '赠品': 7.0, '态度': 5.0, '服务态度': 5.0, '果泥': 1.0, '客户': 1.0, '卖家': 1.0}, '物流': {'顺丰': 1.0}}","{'书名': 'krups KB30380榨汁料理机 多功能家用小型婴儿辅食搅拌机 研磨', '颜色分类': '白色', '产品功能': '榨汁\xa0绞肉\xa0干磨\xa0搅拌\xa0和面\xa0制奶昔\xa0绞肉', '适用人数': '1-3人'}"
156,krups,KB870B80,5.0,12000.0,"{'3': '全自动', '4': '婴儿辅食'}",,"{'书名': '【曼食慢语】krups KB870B80破壁机加热家用全自动多功能料理机', '颜色分类': '白色', '产品功能': '膳食理疗 榨汁 切菜 绞肉 碎冰 干磨 搅拌 制奶昔 混合 绞肉', '适用人数': '4-5人'}"
157,dark horse/黑马,KM-699,8.0,3672.0,"{'4': '婴儿辅食', '3': '全自动'}","{'质量': {'质量': 2.0, '声音': -1.0}, '功能': {'豆浆': 1.0}, '物流': {}}","{'书名': '破壁料理机家用全自动五谷蔬果豆浆调理机DARK HORSE/黑马 KM-699', '颜色分类': '香槟金', '产品功能': '榨汁\xa0碎冰\xa0干磨\xa0搅拌\xa0制奶昔\xa0混合\xa0绞肉', '适用人数': '5人及以上'}"
158,kenwood/建伍,KM336,23.0,45977.0,{'3': '全自动'},"{'质量': {'挺好': 1.0, '声音': 14.0, '刮刀': 1.0, '质量': 4.0, '成品': 1.0, '噪音': 5.0, '塑料件': 1.0}, '款式': {'体积': 1.0, '档位': 1.0, '很漂亮': 1.0, '颜值': 1.0, '机身': 1.0, '大小': 1.0}, '功能': {'蛋糕': 1.0, '功率': 4.0, '揉面': 2.0, '速度快': 1.0, '效率': 1.0, '打蛋': 1.0}, '服务': {'包装': 6.0, '服务态度': 1.0, '客服': 0.0, '态度': 3.0, '好评': 1.0}, '物流': {}}","{'书名': 'KENWOOD/凯伍德 KM336 家用厨师机全自动多功能和面揉面 原装进口', '颜色分类': '白色', '产品功能': '搅拌\xa0和面\xa0打蛋\xa0混合', '适用人数': '4-5人'}"
159,wmf,KULT X,22.0,7705.0,"{'4': '婴儿辅食', '5': '小容量'}","{'质量': {'刀头': 1.0, '商品': 1.0, '质量': 4.0, '声音': -1.0, '挺好': 1.0}, '款式': {'机身': 1.0}, '功能': {'榨汁': 2.0, '果汁': 1.0, '速度快': 1.0, '榨汁机': 0.0, '转速': -1.0, '早餐': 1.0, '橙子': 1.0, '橙汁': 1.0}, '服务': {'口碑': 1.0, '店家': 1.0, '服务态度': 1.0, '态度': 1.0}, '物流': {}}","{'书名': '德国进口福腾宝WMF KULT X MixGo便携式家用榨汁搅拌果汁机料理机', '颜色分类': '单独1个杯子0.6L 料理机1套(配1个杯子） 单独1个不锈钢保温杯 单独1个杯子0.3L', '产品功能': '果酱\xa0榨汁\xa0碎冰\xa0搅拌\xa0制奶昔\xa0混合', '适用人数': '1-3人'}"
160,凯云,KY- 602,5631.0,330485.59,"{'4': '婴儿辅食', '7': '手持'}","{'质量': {'挺好': 141.0, '质量': 280.0, '塑料杯': -1.0, '声音': 53.0, '噪音': 9.0, '开关': -1.0, '宝物': 0.0, '滤网': 3.0, '商品': 3.0, '成品': 2.0, '刀头': 7.0, '够劲': 1.0, '不值': 2.0, '实用性': 6.0, '实物': 2.0, '手艺': -2.0, '物美': 2.0, '三文鱼': 0.0, '底盘': 1.0, '缝隙': 6.0, '齿轮': 1.0, '性能': 3.0, '使用价值': 1.0, '噪声': 0.0, '刀子': 2.0, '使用寿命': 4.0, '塑料味': 1.0, '试一下': 1.0, '外壳': 1.0, '回头客': 1.0, '电线': -1.0, '气味': 1.0, '吸附力': -1.0, '寿命': 1.0, '颗粒状': 1.0, '清洗液': 1.0, '零件': 1.0}, '款式': {'大小': 4.0, '外表': 0.0, '神器': 9.0, '尺寸': -2.0, '手感': 5.0, '颜值': 1.0, '款式': 2.0, '外型': 1.0, '塑料': -1.0, '样式': 3.0, '体积': 1.0, '体积小': 1.0, '紫色': -1.0, '分量': -1.0, '颜色': 2.0, '够大': 1.0, '厚重感': 1.0}, '功能': {'食物': 17.0, '榨汁': 9.0, '果汁': 17.0, '虾皮': -2.0, '苹果泥': 26.0, '辅食': 88.0, '牛肉': 1.0, '苹果': 14.0, '转速': 8.0, '绞肉': 1.0, '功率': 8.0, '香蕉泥': 3.0, '打蛋': 1.0, '搅碎': -1.0, '省时省力': 5.0, '肉肉': 5.0, '筛网': 1.0, '菜泥': 7.0, '蔬菜': 6.0, '蔬菜泥': 11.0, '水果': 1.0, '橘子汁': 2.0, '肉松': 2.0, '米糊': 11.0, '果酱': 2.0, '土豆': 0.0, '番茄汁': 2.0, '很给力': 3.0, '效率': 0.0, '南瓜': 1.0, '用途': 4.0, '过滤网': 4.0, '土豆泥': 10.0, '打蛋器': 1.0, '橙子': 1.0, '瘦肉': 1.0, '蔬菜水果': 2.0, '花生酱': -1.0, '苹果汁': 6.0, '香蕉': 4.0, '哈密瓜': 1.0, '饺子': -1.0, '速度快': 4.0, '蛋清': 1.0, '手机': 0.0, '蘑菇': 0.0, '一段时间': 1.0, '水果汁': 2.0, '豆浆': 0.0, '草莓': 2.0, '胡萝卜': 6.0, '西兰': 1.0, '傻瓜式': 1.0, '猪肉': 1.0, '芒果': 1.0, '西瓜汁': 5.0, '榨汁机': 1.0, '芒果汁': 1.0, '樱桃汁': 1.0, '果粒': 1.0, '便携': 1.0, '不方便': 1.0, '蔬菜汁': 1.0, '桃子': 2.0, '食材': 0.0, '蒜泥': 1.0, '绞肉机': 1.0, '葡萄汁': 2.0, '梨汁': 1.0, '面片': 1.0, '火龙果': 1.0, '单手操作': 1.0, '橘子': 1.0, '转数': 1.0}, '服务': {'态度': 65.0, '包装': 23.0, '服务态度': 64.0, '客服': 30.0, '好评': 134.0, '卖家': 29.0, '果泥': 31.0, '亲们': 4.0, '店家': 11.0, '店主': 2.0, '信用': 1.0, '淘宝': 2.0, '说明书': 0.0, '外包装': -4.0, '包裹': 0.0, '包装盒': 0.0, '售后服务': 1.0, '买家': 1.0, '包邮': 1.0, '盒子': 2.0, '赠品': 1.0, '保修卡': 1.0, '箱子': 1.0, '链接': 1.0}, '物流': {'小哥': 1.0, '圆通': -1.0, '新疆': 1.0, '物流配送': 1.0}}","{'书名': '凯云KY-602手持料理棒宝宝料理机婴儿辅食机搅拌机果汁豆浆绞肉机', '颜色分类': '【套餐一】单棒+料理杯 【套餐二】单棒+料理杯+打蛋器 凯云料理棒刀头', '产品功能': '榨汁 绞肉 碎冰 干磨 搅拌 打蛋 制奶昔 混合 绞肉', '适用人数': '5人及以上'}"
161,凯云,KY-3,2005.0,238195.59,"{'4': '婴儿辅食', '7': '手持'}","{'质量': {'质量': 273.0, '声音': 1.0, '噪音': 4.0, '挺好': 39.0, '实物': 2.0, '清洗液': 2.0, '质保': 1.0, '物美': 1.0}, '款式': {'手感': 14.0, '机身': 0.0, '颜值': 5.0, '很漂亮': 2.0, '大小': 1.0, '款式': 2.0, '紫甘蓝': -1.0, '按键': 1.0}, '功能': {'辅食': 12.0, '苹果泥': 3.0, '水果': 1.0, '海椒': 1.0, '用途': 1.0, '苹果汁': 3.0, '榨汁机': 2.0, '榨汁': 5.0, '香蕉泥': 3.0, '瘦肉': 1.0, '打蛋': 2.0, '功率': 3.0, '肉肉': 1.0, '转速': 2.0, '肉馅': 1.0, '果汁': 4.0, '西红柿': 1.0, '米糊': 1.0, '打蛋器': 6.0, '单手操作': 1.0, '果汁机': 0.0, '果子': 1.0, '绞肉': 7.0, '果肉': 1.0, '蛋糕': 1.0, '绞肉机': 2.0, '速度快': 1.0, '太笨': -1.0, '草莓': -1.0, '食物': 1.0, '豆浆': 1.0, '土豆泥': 1.0, '馄饨': 1.0, '虾皮': 0.0, '苹果': 2.0, '蔬菜泥': 1.0, '熬粥': 1.0, '数字': 1.0, '香蕉': 1.0, '菜泥': 1.0, '电路': 1.0, '随身携带': 1.0}, '服务': {'态度': 28.0, '包装': 121.0, '好评': 14.0, '客服': 5.0, '服务态度': 30.0, '果泥': 7.0, '赠品': 6.0, '卖家': 21.0, '店家': 6.0, '亲们': 2.0, '箱子': 1.0, '外包装': 1.0, '亲亲': 1.0, '包得很': 1.0}, '物流': {}}","{'书名': '凯云KY-3手持料理棒宝宝辅食机料理机手持搅拌机果汁豆浆绞肉机', '颜色分类': '【套餐一】单棒+料理杯 【套餐二】单棒+料理杯+打蛋器 凯云料理棒刀头', '产品功能': '榨汁 切菜 绞肉 碎冰 干磨 搅拌 和面 打蛋 制奶昔 混合 绞肉 切丝 切片', '适用人数': '5人及以上'}"
162,凯云,KY-601,61.0,7339.0,{'4': '婴儿辅食'},"{'质量': {'质量': 26.0, '挺好': 2.0, '声音': 0.0, '实用性': 2.0, '刀头': 2.0, '噪音': -1.0, '物件': 1.0}, '款式': {'塑料': 1.0, '手感': 1.0}, '功能': {'效率': 0.0, '苹果汁': 3.0, '很给力': 1.0, '肉馅': 1.0, '苹果': 1.0, '绞肉机': 1.0, '苹果泥': 2.0, '辅食': 1.0, '绞肉': 2.0, '西瓜汁': 1.0, '香蕉': 1.0, '果汁': 1.0, '功率': 2.0, '转速': 1.0, '胡萝卜汁': 1.0, '奶油': 1.0}, '服务': {'服务态度': 9.0, '态度': 7.0, '包装': 3.0, '果泥': 0.0, '包裹': 2.0, '赠品': 1.0, '客服': 5.0, '店铺': 1.0, '买家': 1.0, '客户': 1.0, '店家': 2.0, '外包装': -1.0, '说明书': 1.0, '卖家': 2.0}, '物流': {}}","{'书名': '凯云KY-601家用搅拌机宝宝辅食机料理棒婴儿料理机果汁豆浆绞肉机', '颜色分类': '【套餐一】单棒+料理杯 【套餐二】单棒+料理杯+打蛋器 凯云料理棒刀头', '产品功能': '榨汁 切菜 绞肉 碎冰 干磨 搅拌 打蛋 制奶昔 混合 绞肉 切丝 切片', '适用人数': '5人及以上'}"
163,bear/小熊,LB-P919,251.0,472980.0,"{'4': '婴儿辅食', '6': '智能', '3': '全自动'}","{'质量': {'声音': 3.0, '质量': 13.0, '厨房': 1.0, '汤也': 1.0, '成品': 1.0, '玻璃': 3.0, '保鲜盒': 1.0, '刀头': 1.0, '朋友们': 1.0, '料子': 1.0, '噪音': 1.0, '用料': 2.0, '挺好': 1.0}, '款式': {'触屏': 0.0, '够大': 2.0, '颜值': 1.0, '神器': 1.0, '外形': 1.0, '屏幕': 1.0, '外观设计': 1.0, '显示屏': 1.0, '机身': -1.0, '手感': 1.0, '红色': 1.0}, '功能': {'豆子': 2.0, '米糊': 7.0, '豆浆': 8.0, '果汁': 1.0, '葛根': 0.0, '水果汁': 1.0, '早餐': 1.0, '虾皮': 0.0, '食物': 1.0, '果昔': 1.0}, '服务': {'包装': 9.0, '态度': 3.0, '客服': 4.0, '赠品': 6.0, '服务态度': 2.0, '亲们': 1.0, '卖家': 1.0, '有问必答': 1.0}, '物流': {}}","{'书名': 'lazybear/懒熊LB-P919破壁料理机多功能辅食搅拌机豆浆【厂家发货', '颜色分类': '红色', '产品功能': '豆浆 浓汤 米糊\xa0榨汁\xa0切菜\xa0绞肉\xa0碎冰\xa0干磨\xa0搅拌\xa0制奶昔\xa0混合\xa0绞肉', '适用人数': '4-5人'}"
164,bear/小熊,LB-P928,1.0,2180.0,"{'4': '婴儿辅食', '6': '智能', '3': '全自动'}","{'质量': {'质量': -1.0}, '款式': {'样式': 1.0}}","{'书名': 'lazybear/懒熊 LB-P928l破壁料理机加热全自动智能辅食搅拌机豆浆', '颜色分类': '金色', '产品功能': '榨汁\xa0切菜\xa0绞肉\xa0碎冰\xa0干磨\xa0搅拌\xa0制奶昔\xa0混合\xa0绞肉\xa0切丝 切片', '适用人数': '4-5人'}"
165,luby/洛贝,LBJ-635B,10.0,1180.0,{'4': '婴儿辅食'},"{'质量': {'质量': 6.0, '故障': -1.0}, '功能': {'榨汁机': 1.0, '果汁': 2.0}, '服务': {'服务态度': 2.0, '卖家': 2.0, '好评': 2.0, '包装': 0.0, '客服': 1.0}, '物流': {}}","{'书名': 'Luby/洛贝 LBJ-635B 多功能电动家用榨水果汁机婴儿辅食品料理机', '颜色分类': '红色', '产品功能': '榨汁\xa0干磨\xa0搅拌', '适用人数': '1-3人'}"
166,luby/洛贝,LBL-GH01,1.0,1980.0,{'3': '全自动'},"{'质量': {'声音': 5.0, '实物': 1.0, '噪音': -1.0, '挺好': 1.0}, '款式': {'样式': 1.0}, '功能': {'豆浆': 2.0, '葡萄汁': 1.0}, '服务': {'包装': 2.0, '客服': 2.0, '赠品': 2.0, '口碑': 1.0, '服务态度': 1.0, '售后服务': 1.0}}","{'书名': 'Luby/洛贝 LBL-GH01糊来王破壁机多功能家用加热全自动豆浆料理机', '颜色分类': '咖啡色', '产品功能': '糊 汤羹 粥  冰沙  豆浆 辅食\xa0榨汁\xa0搅拌\xa0打蛋\xa0制奶昔\xa0混合', '适用人数': '4-5人'}"
167,luby/洛贝,LBL-GH03,9.0,9720.0,"{'4': '婴儿辅食', '3': '全自动'}","{'质量': {'声音': 6.0, '质量': 15.0, '厨房': 1.0, '商品': 1.0, '节省时间': -1.0, '噪音': -2.0, '底座': 1.0, '挺好': 1.0, '玻璃': 1.0, '机器声': -1.0}, '款式': {'颜色': 3.0, '款式': 1.0, '颜值': 0.0, '很漂亮': 1.0, '外观设计': 1.0, '旧款': 1.0, '高大上': 1.0}, '功能': {'米糊': 7.0, '豆浆': 4.0, '果汁': 2.0, '果蔬汁': 1.0, '鱼汤': 1.0, '鲫鱼汤': 1.0, '榨汁': 1.0, '薏米': 1.0, '五谷杂粮': 0.0}, '服务': {'客服': 13.0, '服务态度': 6.0, '态度': 8.0, '包装': 9.0, '有问必答': 1.0, '卖家': 1.0, '贝贝': 1.0, '售后服务': 1.0, '实体店': 2.0}, '物流': {}}","{'书名': 'Luby/洛贝 LBL-GH03糊来王破壁机家用搅拌辅食全自动多功能料理机', '颜色分类': '玫瑰金', '产品功能': '糊 豆浆 冰沙  果蔬汁 汤羹\xa0榨汁\xa0碎冰\xa0搅拌\xa0制奶昔\xa0混合', '适用人数': '4-5人'}"
168,luby/洛贝,LBL-SL01,6.0,2514.0,{'3': '全自动'},{'质量': {'声音': 2.0}},"{'书名': 'Luby/洛贝 LBL-SL01糊来王破壁机加热多功能家用全自动豆浆料理机', '颜色分类': '白色', '产品功能': '糊  粥 蒸煮 果蔬汁  汤羹 冰沙\xa0榨汁\xa0碎冰\xa0搅拌\xa0混合', '适用人数': '4-5人'}"
169,letgoo/力果,LG-SY6B,2.0,796.0,{'2': '大容量'},,"{'书名': '电动绞肉机 商用大容量6L升不锈钢碎肉机 绞馅蒜蓉机切菜机料理机', '颜色分类': '3升玻璃杯（三挡可调） 3升不锈钢（三挡可调）', '产品功能': '榨汁 切菜 绞肉 碎冰 干磨 搅拌 和面 打蛋 制奶昔 混合', '适用人数': '5人及以上'}"
170,绿航,LH-513,114.0,9677.03,"{'3': '全自动', '5': '小容量', '4': '婴儿辅食'}","{'质量': {'声音': 3.0, '质量': 6.0, '噪音': -2.0}, '款式': {'色彩': 1.0, '款式': 1.0, '外形': 1.0}, '功能': {'榨汁机': 1.0, '果汁': 1.0, '豆浆': -1.0}, '服务': {'服务态度': 3.0, '包装': 1.0, '客服': 3.0}, '物流': {}}","{'书名': '料理机家用多功能全自动果蔬学生迷你豆浆辅食小型搅拌榨汁果汁机', '颜色分类': '粉色', '产品功能': '榨汁 绞肉 碎冰 干磨 搅拌 制奶昔 混合 绞肉', '适用人数': '4-5人'}"
171,liven/利仁,LL-A,265.0,25441.0,"{'3': '全自动', '5': '小容量', '4': '婴儿辅食'}","{'质量': {'弹性': -1.0, '质量': 34.0, '声音': 1.0, '宝物': 0.0, '刀头': 1.0, '噪音': 0.0, '玻璃': 2.0, '实物': 1.0, '挺好': 2.0, '玻璃碗': 1.0}, '款式': {'很漂亮': 1.0, '款式': 2.0, '体积': 1.0, '尺寸': 1.0}, '功能': {'绞肉': 9.0, '肉馅': 5.0, '肉质': 1.0, '食物': 1.0, '绞肉机': 3.0, '转速': 1.0, '纸盒': 1.0, '速度快': 1.0, '水果': 1.0}, '服务': {'客服': 4.0, '态度': 6.0, '包装': 13.0, '服务态度': 9.0, '淘宝': 1.0, '店主': 1.0, '店家': 2.0, '好评': 2.0, '亲们': 1.0, '卖家': 1.0, '包裹': -1.0, '京东': 1.0}, '物流': {'邮政': -1.0, '小哥': 1.0}}","{'书名': 'LIVEN/利仁 LL-A绞肉机家用电动馅菜打料理搅拌蒜蓉蒜泥器碎肉机', '颜色分类': '白色', '产品功能': '切菜\xa0绞肉\xa0干磨\xa0搅拌\xa0混合\xa0绞肉', '适用人数': '4-5人'}"
172,bear/小熊,LLJ-A05H1,11.0,1578.0,"{'5': '小容量', '3': '全自动'}","{'质量': {'声音': 0.0, '清洗液': 1.0}, '功能': {'榨汁机': 1.0}, '服务': {'五星': 1.0}}","{'书名': 'Bear/小熊 LLJ-A05H1便携式料理机迷你家用全自动榨果汁机料理杯', '颜色分类': '绿色', '产品功能': '榨汁\xa0搅拌\xa0制奶昔\xa0混合', '适用人数': '1-3人'}"
173,bear/小熊,LLJ-A12A1,281.0,56439.0,"{'3': '全自动', '4': '婴儿辅食'}","{'质量': {'声音': 69.0, '好货': 1.0, '质量': 123.0, '玻璃': 70.0, '噪音': 16.0, '气味': 1.0, '塑料味': -2.0, '污渍': -1.0, '机器声': -1.0, '底座': 1.0, '挺好': 17.0, '稠度': 1.0, '塑料件': 1.0, '密封圈': 1.0, '性能': 1.0, '挺厚': -1.0, '盖子': 3.0, '用料': 1.0, '商品': 2.0, '安全性': 1.0, '噪声': 1.0}, '款式': {'塑料': 2.0, '易洗': 1.0, '手感': 6.0, '外型': 1.0, '分量': 1.0, '款式': 2.0, '颜色': 1.0, '印象': 1.0, '外观设计': 1.0, '体型': 1.0, '很漂亮': 1.0, '色彩': 1.0, '机身': 2.0}, '功能': {'西瓜汁': 1.0, '米糊': 1.0, '辣椒面': 1.0, '绞肉': 5.0, '豆浆': 0.0, '干粉': 1.0, '榨汁': 4.0, '出汁': 2.0, '过滤网': 3.0, '土豆泥': 1.0, '功率': 3.0, '碎肉': 1.0, '果汁': 4.0, '虾皮': 0.0, '小米': 1.0, '豆渣': 0.0, '用途': 1.0, '苹果': 1.0, '橙汁': 1.0, '人性': -1.0, '大米': 0.0, '黄豆粉': 1.0, '肉馅': 1.0, '豆粉': 1.0, '苹果泥': 1.0, '果汁机': 2.0, '水果': 0.0, '米粉': 1.0, '绞肉机': 1.0, '转速': 1.0, '苹果汁': -1.0, '太笨': -1.0, '蔬菜': 1.0}, '服务': {'包装': 36.0, '客服': 23.0, '服务态度': 21.0, '说明书': 0.0, '卖家': 7.0, '态度': 19.0, '客户': 1.0, '信誉': -2.0, '买家': 1.0, '老客户': 1.0, '差评': 0.0, '赠品': 0.0, '售后服务': 3.0, '保修单': 1.0, '怪兽': 1.0}, '物流': {'邮政': -1.0}}","{'书名': '料理机多功能家用电动Bear/小熊 LLJ-A12A1宝宝辅食机绞肉绞馅机', '颜色分类': '咖啡色', '产品功能': '榨汁\xa0干磨\xa0搅拌\xa0制奶昔\xa0混合\xa0绞肉', '适用人数': '5人及以上'}"
174,bear/小熊,LLJ-A12G1,80.0,17476.0,"{'3': '全自动', '6': '智能', '4': '婴儿辅食', '5': '小容量'}","{'质量': {'质量': 50.0, '噪音': 9.0, '声音': 44.0, '挺好': 7.0, '薄厚': 1.0, '使用寿命': 1.0, '商品': 4.0, '塑料味': 0.0, '零件': 1.0, '细度': 1.0, '吸盘': 3.0, '物美': 1.0, '实用性': 1.0, '安全系数': 1.0, '底座': 1.0, '用料': 1.0}, '款式': {'颜值': 1.0, '颜色': 4.0, '款式': 2.0, '很漂亮': 2.0, '按键': 1.0, '新潮': 1.0, '手感': 1.0, '外形': 1.0, '色差': 1.0}, '功能': {'速度快': 1.0, '绞肉': 10.0, '豆浆': 1.0, '很给力': 1.0, '切丝': 0.0, '蒜蓉': 1.0, '磨细': 1.0, '米糊': 1.0, '肉馅': 3.0, '水果': 1.0, '果汁': 5.0, '苹果泥': 1.0, '榨汁机': 1.0, '榨汁': 3.0, '糖粉': 1.0, '功能性': 1.0, '花椒': 2.0, '冰糖': 0.0, '剁肉': 1.0, '苹果': 1.0, '电子版': 1.0}, '服务': {'包装': 30.0, '客服': 13.0, '好评': 2.0, '店家': 3.0, '态度': 20.0, '卖家': 2.0, '说明书': 1.0, '服务态度': 11.0, '外包装': 1.0, '信用': -1.0, '怪兽': 2.0}, '物流': {'顺丰': 1.0, '小哥': 1.0}}","{'书名': 'Bear/小熊 LLJ-A12G1多功能料理机家用辅食电动搅拌绞肉豆浆果汁', '颜色分类': '紫色', '产品功能': '婴儿辅食、面膜、豆浆\xa0榨汁\xa0干磨\xa0搅拌\xa0制奶昔\xa0混合\xa0绞肉\xa0切丝 切片', '适用人数': '1-3人'}"
175,bear/小熊,LLJ-A12Q3,223.0,37495.0,"{'4': '婴儿辅食', '6': '智能'}","{'质量': {'声音': 98.0, '质量': 80.0, '挺好': 8.0, '噪音': 16.0, '用料': 1.0, '噪声': 1.0, '性能': 0.0, '气味': -1.0, '嗓音': 1.0, '电线': 1.0, '杂音': 0.0, '盖子': -1.0, '吸盘': 2.0, '稳定性': 1.0}, '款式': {'颜色': 4.0, '大小': 2.0, '很漂亮': 2.0, '外形': 1.0, '按键': 1.0, '紫色': 1.0, '款式': 1.0, '外型': 1.0, '颜值': 1.0, '塑料': 1.0}, '功能': {'果汁': 11.0, '花生米': 1.0, '功能键': 1.0, '绞肉机': 1.0, '桃子': 1.0, '榨汁': 6.0, '豆浆': 2.0, '榨汁机': 1.0, '水果': 2.0, '果肉': 1.0, '粉末': 1.0, '绞肉': 3.0, '西瓜汁': 1.0, '功率': 2.0, '辅食': 1.0, '肉馅': 1.0, '肉末': 1.0, '效率': 1.0, '苹果汁': 0.0, '豆子': 0.0}, '服务': {'包装': 24.0, '店家': 1.0, '说明书': 1.0, '客服': 7.0, '态度': 13.0, '服务态度': 8.0, '卖家': 6.0, '好评': 7.0, '淘宝': 1.0, '果泥': 1.0}, '物流': {'物流配送': 1.0}}","{'书名': 'Bear/小熊 LLJ-A12Q3料理机家用多功能辅食搅拌绞肉干磨果汁豆浆', '颜色分类': '深紫【收藏加购宝贝领券立减】', '产品功能': '婴儿辅食、面膜、豆浆 榨汁 干磨 搅拌 制奶昔 混合 绞肉', '适用人数': '1-3人'}"
176,bear/小熊,LLJ-A12W8,104.0,20614.0,"{'4': '婴儿辅食', '6': '智能'}","{'质量': {'质量': 44.0, '声音': 38.0, '商品': 1.0, '噪音': 5.0, '底座': 3.0, '性能': 1.0, '挺好': 7.0, '塑料味': 1.0, '气味': -1.0}, '款式': {'颜色': 4.0, '很漂亮': 2.0, '塑料': 1.0, '款式': 1.0, '第一印象': 1.0, '形状': 1.0}, '功能': {'蛋清': 1.0, '虾皮': 0.0, '果汁': 7.0, '小樱桃': 1.0, '过滤网': -1.0, '绞肉': 7.0, '芝麻': 1.0, '功率': 4.0, '打蛋': 1.0, '很给力': 2.0, '豆浆': 1.0, '西瓜汁': 1.0, '豆浆渣': 1.0, '智能': 1.0, '冰糖': 0.0, '辅食': 1.0, '榨汁机': 1.0, '绿豆': 1.0, '榨汁': 1.0, '柠檬汁': 1.0}, '服务': {'服务态度': 16.0, '包装': 23.0, '态度': 12.0, '包裹': 1.0, '客服': 11.0, '外包装': -1.0, '考拉': 2.0, '赠品': 1.0, '店家': 2.0, '树袋熊': 1.0, '卖家': 1.0, '诗诗': 1.0, '怪兽': 1.0, '售后服务': 2.0}, '物流': {}}","{'书名': 'Bear/小熊 LLJ-A12W8多功能料理机家用智能果汁机研磨绞肉打蛋机', '颜色分类': '蓝色', '产品功能': '豆浆\xa0榨汁\xa0干磨\xa0搅拌\xa0打蛋\xa0混合\xa0绞肉', '适用人数': '1-5人'}"
177,bear/小熊,LLJ-B08D1,13.0,1807.0,{'4': '婴儿辅食'},{'质量': {'声音': 2.0}},"{'书名': 'Bear/小熊 LLJ-B08D1料理机多功能家用电动磨碎机果汁搅拌器辅食', '颜色分类': '紫色', '产品功能': '豆浆\xa0榨汁\xa0干磨\xa0搅拌\xa0混合\xa0绞肉', '适用人数': '1-5人'}"
178,bear/小熊,LLJ-B08G2,327.0,32271.0,{'4': '婴儿辅食'},"{'质量': {'声音': 12.0, '滤网': 1.0, '使用寿命': 1.0, '质量': 15.0, '用料': -1.0, '噪音': 2.0, '很稳': 1.0, '商品': 1.0, '底座': 0.0, '挺好': 3.0, '粗细': 1.0, '塑料味': 0.0}, '款式': {'款式': 1.0}, '功能': {'出汁': 1.0, '水果': -1.0, '很给力': 1.0, '功率': 1.0, '肉松': 1.0, '榨汁机': 1.0, '渣渣': -1.0, '小米': 1.0}, '服务': {'服务态度': 4.0, '包装': 5.0, '态度': 4.0, '客服': 2.0, '小太阳': 1.0, '米雪': 1.0}, '物流': {}}","{'书名': 'Bear/小熊 LLJ-B08G2料理机多功能家用搅拌机带豆浆滤网榨果汁机', '颜色分类': '白色', '产品功能': '豆浆\xa0榨汁\xa0干磨\xa0搅拌\xa0混合', '适用人数': '1-5人'}"
179,bear/小熊,LLJ-B08J5,145.0,12830.0,"{'3': '全自动', '5': '小容量', '4': '婴儿辅食'}","{'质量': {'声音': 3.0, '噪音': 2.0, '质量': 3.0}, '款式': {'颜色': -1.0}, '功能': {'火龙果': -1.0, '效率': -1.0}, '服务': {'态度': 3.0, '包装': 1.0, '服务态度': 1.0}, '物流': {}}","{'书名': 'Bear/小熊 LLJ-B08J5多功能榨汁家用全自动迷你果汁搅拌料理机', '颜色分类': '白色', '产品功能': '榨汁\xa0搅拌\xa0混合', '适用人数': '1-5人'}"
